restaurant_name,borough,building_num,street,zip_code,phone_num
99 CENTS TASTY HOT PIZZA,MANHATTAN,360,W 42ND ST,10036,(212)268-1461
99 Cents Hot Pizza & Hotdog,QUEENS,16417,JAMAICA AVE,11432,(631)480-7330
99 FAVOR TASTE,MANHATTAN,285,GRAND ST,10002,(646)682-9122
99 ROGERS,BROOKLYN,99,ROGERS AVE,11216,(718)708-4933
99C PIZZA,MANHATTAN,150,E BROADWAY,10002,(347)213-3313
99C PIZZA,MANHATTAN,177,E HOUSTON ST,10002,(646)637-3776
99Â¢ FRESH PIZZA,MANHATTAN,143,W 40TH ST,10018,(212)366-5550
99Â¢ FRESH PIZZA,MANHATTAN,71,2ND AVE,10003,(212)967-3310
99Â¢ HOT PIZZA,BROOKLYN,255,LIVINGSTON STREET,11217,(718)802-1942
99Â¢ VILLAGE PIZZA,MANHATTAN,333,AVENUE OF THE AMERICAS,10014,(917)340-6312
9TEN RESTAURANT,MANHATTAN,910,7TH AVE,10019,(646)427-2834
9TH AVE SALOON,MANHATTAN,656,9 AVENUE,10036,(212)307-1503
9TH STREET LUNCHEONETTE,BROOKLYN,7,9 STREET,11231,(718)923-9074
A & A BAKE AND DOUBLE SHOP,BROOKLYN,1337,FULTON ST,11216,(347)425-0016
A & A NUTRITION,QUEENS,13807,QUEENS BLVD,11435,(917)526-9696
A & C COFFEE SHOP AND PIZZERIA,BROOKLYN,9002,AVENUE B,11236,(718)342-8395
A & C GUYANA BAKERY & RESTAURANT,BROOKLYN,847,UTICA AVENUE,11203,(718)485-7808
A & L PIZZA RESTAURANT,BROOKLYN,6024,18TH AVE,11204,(718)837-1405
A & P ROTI & PASTRY SHOP,BROOKLYN,4902,CHURCH AVE,11203,(718)287-3289
A & R DELI,BRONX,2438,EASTCHESTER RD,10469,(347)346-9824
A & R FOOD SERVICE BLDG 14,QUEENS,NKA,JFK INTERNATIONAL AIRPORT,11430,(718)553-2091
A & S CATERERS,STATEN ISLAND,3135,VICTORY BOULEVARD,10314,(718)983-7500
A & S PIZZERIA,STATEN ISLAND,87,STUYVESANT PLACE,10301,(718)448-4142
A & S Water's Edge Cafe,QUEENS,16868,9TH AVE,11357,(718)702-1385
A A Bakery,BROOKLYN,6802,BAY PKWY,11204,(718)331-4372
A A JING,MANHATTAN,689,9TH AVE,10036,(212)245-0800
A AND K RESTAURANT,BROOKLYN,4408,3RD AVE,11220,(718)737-1497
A BAR,BROOKLYN,597,MANHATTAN AVE,11222,(646)942-7210
A CAFE,MANHATTAN,42,WEST   58 STREET,10019,(646)744-3104
A CREPE,QUEENS,4235,MAIN ST,11355,(929)380-7555
A FEI CHINESE RESTAURANT,BROOKLYN,553,THROOP AVE,11216,(718)453-5205
A GUSTO,BROOKLYN,1450,FULTON ST,11216,(347)533-9961
A HOME,BROOKLYN,6329,AVENUE N,11234,(718)209-0999
A LA MODE SHOPPE,MANHATTAN,360,E 55TH ST,10022,(917)639-3401
A LA TURKA,MANHATTAN,1417,2 AVENUE,10021,(212)744-2424
A LITTLE BIT OF THIS AND A LITTLE BIT OF THAT,STATEN ISLAND,210,CLOVE RD,10310,(718)808-0292
A LIVE KITCHEN,QUEENS,22716,MERRICK BLVD,11413,(718)470-2587
A LOVE FOR CAKES,QUEENS,6016,FRESH POND ROAD,11378,(347)517-6529
A PLUS EXPRESS,BROOKLYN,794,BROADWAY,11206,(718)388-3880
A PLUS THAI PLACE,MANHATTAN,1007,2ND AVE,10022,(212)207-8080
A R Workshop Staten Island,STATEN ISLAND,1243,WOODROW RD,10309,(718)717-8761
A SAFFRON THREAD,MANHATTAN,98,CHAMBERS STREET,10007,(212)676-0313
A SALT & BATTERY,MANHATTAN,112,GREENWICH AVENUE,10011,(212)691-2713
A SLICE OF NEW YORK,MANHATTAN,727,8TH AVE,10036,(929)888-2744
A SUSHI,QUEENS,7144,AUSTIN ST,11375,(718)268-6010
A Summer Day Cafe,MANHATTAN,109,W BROADWAY,10013,(646)422-7495
A TASTE OF SEAFOOD,MANHATTAN,1980,3RD AVE,10029,(212)427-3663
A TASTE OF SEAFOOD RESTAURANT,MANHATTAN,2530,FREDERICK DOUGLASS BLVD,10030,(212)866-0275
A TASTE OF SHANGHAI RESTAURANT,QUEENS,3907,PRINCE ST,11354,(718)888-1636
A WIN XIN KITCHEN,BROOKLYN,615,WILSON AVE,11207,(718)919-1571
A&A GOURMET,QUEENS,18809,UNION TURNPIKE,11366,(718)468-0903
A&E Networks,MANHATTAN,235,E 45TH ST,10017,(212)857-6313
A&E TENOCHTITLAN DELI & TAQUERIA,BRONX,2445,CRESTON AVENUE,10468,(718)295-6090
A&H DELI,MANHATTAN,431,7TH AVE,10001,(212)563-6200
A&R HOT BAGELS,BROOKLYN,350,VAN BRUNT ST,11231,(718)403-9342
A+ ROOF BAR,QUEENS,3916,COLLEGE POINT BLVD,11354,(917)855-8916
A-1 PIZZA SHOP,MANHATTAN,505,GRAND STREET,10002,(212)533-0214
A-JIAO SICHUAN CHINESE,MANHATTAN,1817,2ND AVE,10128,(212)828-8996
A-POU'S TASTE,BROOKLYN,963,GRAND ST,11211,(347)337-5020
A. CHURRASQUEIRA RESTAURANT,QUEENS,9529,SUTPHIN BOULEVARD,11435,(718)523-5293
A.I.G.CHARTIS,MANHATTAN,175,WATER STREET,10038,(212)770-3896
A.M. DELI JUICE BAR FOOD,MANHATTAN,308,E 116TH ST,10029,(212)481-0269
A.W.O.L. BAR & GRILL,MANHATTAN,337,3RD AVE,10010,(646)682-9405
A1 JAMAICA BREEZE,QUEENS,10302,ASTORIA BLVD,11369,(718)899-4743
A8 PAN ASIAN VEGAN,BROOKLYN,268,PROSPECT PARK W,11215,(718)622-2088
AA CHINESE RESTAURANT,BRONX,214,E BURNSIDE AVE,10457,(718)299-2218
AAA CARIDAD,BRONX,3108,WEBSTER AVE,10467,(347)261-1758
AAA KENNEDY FRIED CHICKEN,STATEN ISLAND,253,BROADWAY,10310,(718)447-0960
AAHAR,MANHATTAN,10,MURRAY ST,10007,(646)649-3374
AAHELI,QUEENS,7151,YELLOWSTONE BLVD,11375,(718)674-6298
AANGAN INDIAN RESTAURANT,MANHATTAN,2701,BROADWAY,10025,(347)759-8989
AARON SUSHI,QUEENS,2545,STEINWAY ST,11103,(347)536-0190
AARONS CHINESE AND THAI RESTAURANT,MANHATTAN,338,9TH AVE,10001,(212)560-9858
AB SUSHI,MANHATTAN,11,W 36TH ST,10018,(212)967-9541
ABA TURKISH RESTAURANT,MANHATTAN,325,WEST   57 STREET,10019,(212)969-1782
ABACE SUSHI,MANHATTAN,695,9TH AVE,10036,(212)977-1777
ABACKY POTLUCK,MANHATTAN,253,W 26TH ST,10001,(212)929-3809
ABAITA,MANHATTAN,145,E 49TH ST,10017,(646)808-5518
ABAYA THAI CUISINE,MANHATTAN,318,W 36TH ST,10018,(212)868-3399
ABBA BAR AND GRILL,BROOKLYN,492,GRAND ST,11211,(347)844-9655
ABBEY TAVERN,MANHATTAN,354,3 AVENUE,10010,(212)696-1011
ABC BEER CO.,MANHATTAN,96,AVENUE C,10009,(646)422-7103
ABC COCINA / ABCV,MANHATTAN,38,EAST 19 STREET,10003,(212)677-2233
ABC ICE,MANHATTAN,1,PIKE ST,10002,(646)683-6178
ABC KITCHEN,MANHATTAN,35,EAST   18 STREET,10003,(212)475-5829
ABDULLAH SWEETS & RESTAURANT,QUEENS,7306,37TH AVE,11372,(718)406-9457
ABDULLAH SWEETS AND RESTAURANT,BROOKLYN,91,CHURCH AVE,11218,(718)766-5381
ABI JAPANESE RESTAURANT,QUEENS,3271,31ST ST,11106,(718)626-8882
ABIDE BROOKLYN PITA,BROOKLYN,301,7TH AVE,11215,(718)832-7482
ABIGAEL'S ON BROADWAY,MANHATTAN,1407,BROADWAY,10018,(212)575-1407
ABIKO CURRY,MANHATTAN,2,W 32ND ST,10001,(212)695-0888
ABILENE,BROOKLYN,442,COURT STREET,11231,(718)522-6900
ABIR HALAL RESTAURANT INC.,BROOKLYN,524B,NOSTRAND AVE,11216,(718)789-6181
ABITINO'S PIZZA,MANHATTAN,730,10TH AVE,10019,(212)543-1234
ABITINO'S PIZZA,MANHATTAN,733,2 AVENUE,10016,(212)661-1919
ABITINO'S PIZZA,QUEENS,0,JFK AIRPORT,11430,(718)244-7442
ABITINO'S PIZZA(CONCOURSE C),QUEENS,ONE,JFK INTERNATIONAL AIRPORT,11430,(718)244-1344
ABOUT COFFEE,BROOKLYN,187,STATE ST,11201,(857)939-8630
ABOUT COFFEE,MANHATTAN,71,SULLIVAN ST,10012,(857)939-8630
ABOUT TIME SOUL FOOD,QUEENS,8902,165TH ST,11432,(929)244-7477
ABOVE BALLROOM,STATEN ISLAND,1100,SOUTH AVENUE,10314,(718)477-2100
ABOVE BALLROOM,STATEN ISLAND,1100,SOUTH AVENUE,10314,(718)477-2400
ABRACADABRA BROOKLYN,BROOKLYN,347,BEDFORD AVENUE,11211,(347)844-9157
ABRACADABRA MAGIC DELI,BROOKLYN,190,KNICKERBOCKER AVE,11237,(347)413-8644
ABRACO,MANHATTAN,81,E 7TH ST,10003,(347)610-2034
ABSOLUTE BAGELS,MANHATTAN,2788,BROADWAY,10025,(212)932-2105
ABSOLUTE COFFEE,BROOKLYN,327,ATLANTIC AVE,11201,(848)467-0916
ABSURD CONCLAVE,BROOKLYN,360,JEFFERSON ST,11237,(334)220-7148
ABUELA ANTONIA RESTAURANT,BROOKLYN,225,ROCKAWAY AVE,11233,(718)484-0013
ABUMI SUSHI,MANHATTAN,207,E 26TH ST,10010,(212)532-8783
ABURI SUSHI BAR,BROOKLYN,769,GRAND ST,11211,(718)387-8815
ABURIYA KINNOSUKE,MANHATTAN,213,E 45TH ST,10017,(917)262-0938
ABYS BAR,QUEENS,681,SENECA AVE,11385,(718)584-3333
ABYSSINIA ETHIOPIAN RESTAURANT,MANHATTAN,268,WEST  135 STREET,10030,(212)281-2673
AC HOTEL NYC DOWNTOWN,MANHATTAN,151,MAIDEN LN,10038,(212)742-1900
ACADEMY CAFE,QUEENS,3029,COLLEGE POINT BLVD,11354,(917)385-3856
ACADEMY RESTAURAUNT,BROOKLYN,69,LAFAYETTE AVENUE,11217,(718)237-9326
ACAI BERRY,BROOKLYN,650,MANHATTAN AVE,11222,(347)987-3880
ACAPELLA 238 PIZZERIA,BRONX,124,W 238TH ST,10463,(347)843-8090
ACAPULCO BAR RESTAURANT,QUEENS,4320,31ST AVE,11103,(718)606-0062
ACAPULCO DELI & RESTAURANT,BROOKLYN,1116,MANHATTAN AVENUE,11222,(718)349-8429
ACASA LA MOLDOVA,BROOKLYN,1827,CONEY ISLAND AVE,11230,(718)998-2892
ACCRA RESTAURANT,BRONX,2041,DAVIDSON AVENUE,10453,(718)584-8500
ACCRA RESTAURANT,BRONX,270,EAST  165 STREET,10456,(718)293-7302
ACCRA RESTAURANT,MANHATTAN,2065,7 AVENUE,10027,(646)982-5616
ACE BAGEL CAFE,QUEENS,5906,MAIN ST,11355,(718)939-7618
ACE BAR,MANHATTAN,531,EAST    5 STREET,10009,(212)979-8476
ACE HOT BAGEL & DELI,QUEENS,25305,NORTHERN BOULEVARD,11362,(718)224-0014
ACE PIZZA,QUEENS,6104,MYRTLE AVENUE,11385,(718)418-0038
ACE THAI KITCHEN,BROOKLYN,330,MYRTLE AVE,11205,(347)987-4100
ACENTO LATIN KITCHEN & BAR,QUEENS,3306,DITMARS BLVD,11105,(718)440-9435
ACEY DUCEY'S,QUEENS,10117,METROPOLITAN AVE,11375,(718)575-5055
ACHILLES HEEL,BROOKLYN,180,WEST STREET,11222,(718)486-3077
ACME BAR & GRILL,MANHATTAN,9,GREAT JONES STREET,10012,(212)203-2121
ACOSTA RESTAURANT,MANHATTAN,934,AMSTERDAM AVENUE,10025,(212)280-2130
ACQUA SANTA,BROOKLYN,556,DRIGGS AVENUE,11211,(718)384-9695
ACQUISTA TRATTORIA,QUEENS,17801,UNION TURNPIKE,11366,(718)969-1411
ACQUOLINA,MANHATTAN,2291,2ND AVE,10035,(212)426-9400
ACRI CAFE,BRONX,1315,COMMERCE AVE,10461,(718)829-6000
ACTION BURGER,BROOKLYN,292,GRAHAM AVENUE,11211,(718)599-4376
ACTS III BAGELS,MANHATTAN,236,W 135TH ST,10030,(212)281-2287
ACUARIO CAFE,MANHATTAN,306,WEST   37 STREET,10018,(646)533-5464
AD HOC COLLECTIVE,MANHATTAN,13,CHRISTOPHER ST,10014,(646)504-6864
ADALYA,MANHATTAN,55,IRVING PL,10003,(646)896-1441
ADAR LOUNGE,MANHATTAN,1637,PARK AVE,10029,(646)559-5372
ADAYA AFRICAN AMERICAN RESTAURANT,BRONX,1715,WEBSTER AVENUE,10457,(718)731-7992
ADDA,QUEENS,3131,THOMSON AVE,11101,(718)433-3888
ADDEO'S RIVERDALE PIZZERIA,BRONX,5654,RIVERDALE AVENUE,10471,(718)549-4750
ADDICCION,STATEN ISLAND,308,FRONT ST,10304,(718)313-4986
ADDICTIVE WINE BAR & TAPAS 1,QUEENS,8701,NORTHERN BLVD,11372,(347)832-0951
ADDY'S BARBEQUE,QUEENS,3094,STEINWAY ST,11103,(718)433-9568
ADELA'S CAFE,QUEENS,9401,37TH AVE,11372,(917)396-4106
ADELINA'S,BROOKLYN,159,GREENPOINT AVENUE,11222,(347)763-0152
ADELITAS,QUEENS,22103,JAMAICA AVE,11428,(718)413-4733
ADELLA,MANHATTAN,410,W 43RD ST,10036,(212)273-0737
ADINKRA BAR & RESTAURANT,BRONX,1141,WASHINGTON AVE,10456,(646)207-7968
ADIRONDACK,BROOKLYN,1241,PROSPECT AVE,11218,(718)871-0100
ADMIRALS CLUB (CONC C),QUEENS,0,JFK INTL AIRPORT,11430,(___)___-____
ADOBE BLUES,STATEN ISLAND,63,LAFAYETTE AVENUE,10301,(718)720-2583
ADORO LEI,MANHATTAN,287,HUDSON ST,10013,(646)666-5096
ADRIA HOTEL,QUEENS,22117,NORTHERN BOULEVARD,11361,(718)631-5900
ADRIAEN BLOCK,QUEENS,1933,DITMARS BLVD,11105,(718)606-1391
ADRIAN & ROCKY'S CATERING,QUEENS,13208,CROSSBAY BOULEVARD,11417,(718)845-5525
ADRIANA'S MEXICAN CUISINE,BROOKLYN,1012,E 15TH ST,11230,(718)484-1844
ADRIENNE'S PIZZA BAR,MANHATTAN,54,STONE STREET,10004,(212)248-3838
ADVENTURE CAFE,MANHATTAN,85,DELANCEY ST,10002,(646)847-2367
ADVENTURES AMUSEMENT PARK(food stand),BROOKLYN,1824,SHORE PARKWAY,11214,(718)975-2748
ADVENTURES AMUSEMENTS PARK (ice cream/sweets stand),BROOKLYN,1824,SHORE PARKWAY,11214,(718)975-2748
ADYAR ANANDA BHAVAN,MANHATTAN,1071,1ST AVE,10022,(212)750-6666
AEGEA WEST,QUEENS,24205,NORTHERN BLVD,11363,(718)423-4429
AENOS PIZZA,BRONX,1693,BOSTON ROAD,10460,(718)617-7397
AERONUOVA,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,(718)656-6210
AFANDI GRILL,MANHATTAN,149,1ST AVE,10003,(917)913-6013
AFFABLE EATERY,BROOKLYN,912,65TH ST,11219,(718)680-2289
AFFECTE LOUNGE,BROOKLYN,1715,EMMONS AVE,11235,(347)459-3153
AFFY'S PREMIUM GRILL,BROOKLYN,1909,CONEY ISLAND AVE,11230,(718)576-6446
AFGAN KABAB AND GRILL HOUSE,BROOKLYN,1015,MANHATTAN AVE,11222,(718)389-2211
AFGAN KEBAB AND GRILL,QUEENS,74-16,37TH AVE,11372,(718)507-8800
AFGHAN CHAI KHANA,QUEENS,2310,31ST ST,11105,(718)721-5020
AFGHAN KEBAB HOUSE,MANHATTAN,1345,2ND AVE,10021,(212)517-2776
AFGHAN KEBAB HOUSE #1,MANHATTAN,764,9 AVENUE,10019,(212)307-1612
AFGHAN KEBOB HOUSE,QUEENS,25911,HILLSIDE AVENUE,11004,(718)343-1160
AFRICA KINE,MANHATTAN,2267,ADAM CLAYTON POWELL JR BLVD,10030,(212)666-9400
AFRICAN AMERICAN BEST FOOD,MANHATTAN,410,LENOX AVENUE,10037,(212)690-8052
AFRICAN HOME RESTAURANT,BRONX,57,E TREMONT AVE,10453,(347)567-7708
AFRICAN MARKET (BABOON CAFE),BRONX,2300,SOUTHERN BOULEVARD,10460,(718)741-8295
AFRICANA RESTAURANT,QUEENS,14612,LIBERTY AVENUE,11435,(718)658-8501
AFTER 8,QUEENS,2587,STEINWAY STREET,11103,(718)777-5757
AGAVE,MANHATTAN,140,7 AVENUE SOUTH,10014,(212)989-2100
AGAVE DELI GROCERY,BROOKLYN,252,KINGS HIGHWAY,11223,(718)266-1006
AGAVI,MANHATTAN,605B,W 27TH ST,10001,(212)564-1859
AGAVI ORGANIC JUICE BAR,MANHATTAN,72,E 7TH ST,10003,(212)390-8042
AGED,QUEENS,10702,70TH RD,11375,(718)544-2433
AGEHA JAPANESE FUSION,MANHATTAN,767,9 AVENUE,10019,(212)581-8188
AGERN,MANHATTAN,89,E 42ND ST,10017,(646)568-4018
AGNANTI RESTAURANT,QUEENS,1906,DITMARS BOULEVARD,11105,(718)545-4554
AGORA TAVERNA,QUEENS,7009,AUSTIN STREET,11375,(718)793-7300
AGORA TURKISH RESTAURANT,MANHATTAN,1565,SECOND AVENUE,10028,(212)717-1220
AGRA GRILL,BRONX,3835,WHITE PLAINS RD,10467,(347)346-5228
AGRA HEIGHTS,BROOKLYN,226,WILSON AVE,11237,(718)443-5700
AGRA PALACE,QUEENS,11633,QUEENS BLVD,11375,(718)261-8880
AGRA RESTAURANT,MANHATTAN,807,LEXINGTON AVENUE,10065,(212)308-8281
AGRA TAJ MAHAL,BROOKLYN,1005,MANHATTAN AVENUE,11222,(718)389-2200
AHANA JAPANESE FUSION CUISINE,MANHATTAN,1154,1ST AVENUE,10065,(212)888-5800
AHIMSA,MANHATTAN,210,THOMPSON ST,10012,(212)533-7290
AHIMSA GARDEN,MANHATTAN,265,E 10TH ST,10009,(212)228-2022
AHMANI'S JUS JUICE & HEALTH KITCHEN,BROOKLYN,1403,NOSTRAND AVENUE,11226,(347)413-5554
AHUACHAPAN,QUEENS,21421,JAMAICA AVENUE,11428,(718)454-1575
AI FIORI,MANHATTAN,400,5 AVENUE,10018,(212)613-8660
AIG 31ST FLOOR CAFE,MANHATTAN,175,WATER ST,10038,(212)770-8303
AILEY BOUTIQUE,MANHATTAN,405,WEST   55 STREET,10019,(212)405-9100
AIME LEON DORE SOHO,MANHATTAN,214,MULBERRY ST,10012,(631)507-8137
AINSLIE,BROOKLYN,76,AINSLIE ST,11211,(646)319-6122
AINSWORTH MIDTOWN,MANHATTAN,45,E 33RD ST,10016,(212)201-1228
"AIR BAR, NY DELI, TIM HORTONS",QUEENS,9340,SUTPHIN BOULEVARD,11435,(718)725-0002
AIRE ANCIENT BATHS,MANHATTAN,88,FRANKLIN ST,10013,(212)274-3777
AIRPORT DELI,QUEENS,8420,ASTORIA BOULEVARD,11370,(718)672-8584
AIRS CHAMPAGNE PARLOR,MANHATTAN,127,MACDOUGAL ST,10012,(212)475-2246
AIRWAYS PIZZA & GYRO RESTAURANT,QUEENS,9013,ASTORIA BOULEVARD,11369,(718)779-5548
AITA RESTAURANT/MAYFLOWER,BROOKLYN,132,GREENE AVENUE,11238,(718)576-3584
AIYARA THAI,MANHATTAN,480,9TH AVE,10018,(212)564-1822
AJ PIZZERIA,BROOKLYN,4412,FORT HAMILTON PKWY,11219,(718)871-5745
AJ'S PIZZA,QUEENS,7137,AUSTIN ST,11375,(718)520-9018
AJI SUSHI & THAI,BROOKLYN,201,5TH AVE,11217,(718)622-2889
AJI SUSHI HOUSE,QUEENS,3606,DITMARS BLVD,11105,(718)777-8885
AJIHEI,BROOKLYN,156,KNICKERBOCKER AVE,11237,(718)552-2065
AJISAI,MANHATTAN,795,LEXINGTON AVE,10065,(212)355-0888
AJISAI JAPANESE RESTAURANT,MANHATTAN,615,9 AVENUE,10036,(212)757-2688
AJISEN RAMEN,MANHATTAN,136,WEST   28 STREET,10001,(646)638-0888
AJISEN RAMEN,MANHATTAN,14,MOTT STREET,10013,(212)267-9680
AJISEN RAMEN,QUEENS,13620,38 AVENUE,11354,(718)395-8119
AJO & OREGANO RESTAURANT,BRONX,1556,WHITE PLAINS RD,10462,(646)371-0498
AKAMI SUSHI,MANHATTAN,1771,1ST AVE,10128,(212)828-8668
AKDENIZ MEDITERRANEAN CUISINE,MANHATTAN,19,W 46TH ST,10036,(212)575-2307
AKI SUSHI,MANHATTAN,1531,YORK AVE,10028,(917)770-9928
AKI SUSHI,MANHATTAN,212,E 52ND ST,10022,(212)893-8266
AKIMOTO SUSHI,MANHATTAN,187,CHURCH STREET,10007,(212)766-3351
AKIN GUMP,MANHATTAN,1,BRYANT PARK,10036,(212)407-3132
AKINO,QUEENS,8280,BROADWAY,11373,(718)779-8280
AKIYAMA JAPANESE RESTAURANT,QUEENS,13216,14 AVENUE,11356,(718)747-0529
AKO JAPANESE RESTAURANT,BROOKLYN,205,BEDFORD AVE,11211,(718)302-2035
AKROTIRI,QUEENS,2920,30 AVENUE,11102,(718)726-2447
AKSARAY TURKISH CAFE AND RESTAURANT,BROOKLYN,1618,EAST   16 STREET,11229,(718)375-9237
AKURA SUSHI,MANHATTAN,39,E 31ST ST,10016,(212)679-0888
AKWAABA RESTAURANT,BROOKLYN,604,PARKSIDE AVENUE,11226,(347)985-2588
AL CHOLO WEST INDIAN BAKERY & HEALTH FOOD STORE,BRONX,3825,WHITE PLAINS RD,10467,(718)655-9727
AL DI LA,BROOKLYN,248,5 AVENUE,11215,(718)783-4565
AL HIRSCHFELD THEATRE,MANHATTAN,302,WEST   45 STREET,10036,(212)582-5472
AL HORNO,MANHATTAN,110,PEARL ST,10005,(212)480-8500
AL HORNO,MANHATTAN,36,LEXINGTON AVE,10010,(646)964-5183
AL HORNO LEAN MEXICAN,MANHATTAN,1089,2ND AVE,10022,(212)546-9316
AL HORNO LEAN MEXICAN KITCHEN,MANHATTAN,57,1ST AVE,10003,(646)609-3762
AL HORNO LEAN MEXICAN KITCHEN INC,MANHATTAN,417,W 47TH ST,10036,(212)977-1000
AL NAR CAFE,QUEENS,27121,UNION TPKE,11040,(347)323-1045
AL PASTOR,MANHATTAN,145,EAST   39 STREET,10016,(212)865-5800
AL VAPORETTO,MANHATTAN,168,E 81ST ST,10028,(917)388-3205
AL VICOLETTO,MANHATTAN,9,E 17TH ST,10003,(212)620-6166
AL'S DELI,MANHATTAN,458,7TH AVE,10123,(212)594-5682
AL-AQSA RESTAURANT,BRONX,2109,STARLING AVE,10462,(718)904-7061
AL-MEHRAN RESTAURANT,QUEENS,8746,PARSONS BOULEVARD,11432,(718)523-5533
AL-NAIMAT,QUEENS,3703,74TH ST,11372,(718)476-1100
AL-SHAM RESTAURANT,BROOKLYN,7701,5TH AVE,11209,(619)519-2385
ALACHI MASALA INDIAN RESTAURANT,MANHATTAN,488,AMSTERDAM AVENUE,10024,(212)874-0737
ALADDIN,QUEENS,2906,36 AVENUE,11106,(718)784-2554
ALADDIN HOOKAH LOUNGE,QUEENS,2557,STEINWAY STREET,11103,(718)685-2816
ALADDIN SHAWARMA SHACK,BROOKLYN,537,NOSTRAND AVE,11216,(347)210-9070
ALADIN LAMB BBQ,QUEENS,4232,162ND STREET,11358,(929)200-7017
ALAMEDA,BROOKLYN,195,FRANKLIN STREET,11222,(612)209-1132
ALAMO DRAFTHOUSE CINEMA,BROOKLYN,445,GOLD ST,11201,(718)513-2547
ALBA PIZZA,QUEENS,13765,QUEENS BOULEVARD,11435,(718)291-1620
ALBA'S PIZZA,QUEENS,3620,DITMARS BOULEVARD,11105,(718)932-5924
ALBATROSS BAR,QUEENS,3619,24TH AVE,11103,(718)204-9707
ALBEE'S CAFE,BROOKLYN,9,DEKALB AVE,11201,(917)416-3314
ALBERT'S COFFEE SHOP,BRONX,405,HUNTS POINT AVE,10474,(718)328-6500
ALBERTO'S,QUEENS,9831,METROPOLITAN AVE,11375,(718)268-7860
ALBION,MANHATTAN,575,2ND AVE,10016,(917)400-5280
ALCALA RESTAURANT,MANHATTAN,246,EAST   44 STREET,10017,(212)370-1866
ALCHEMY,BROOKLYN,56,5 AVENUE,11217,(718)636-4385
ALDEA RESTAURANT,MANHATTAN,31,WEST   17 STREET,10011,(212)675-7223
ALEEF CAFE,MANHATTAN,333,W 39TH ST,10018,(212)564-2723
ALEGRE DESPERTAR 43,QUEENS,3206,43RD ST,11103,(347)813-8834
ALEGRITO,BROOKLYN,2216,65TH ST,11204,(347)492-4997
ALEJANDRO TAPAS BAR,QUEENS,3801,69TH ST,11377,(347)510-8561
ALEMBI CAFE,QUEENS,2363,STEINWAY STREET,11105,(718)777-6544
ALENBI KITCHEN,BROOKLYN,887,NOSTRAND AVE,11225,(786)395-5944
ALEWIFE BREWING COMPANY,QUEENS,514,51ST AVE,11101,(718)937-7494
ALEX CAFE & DELI,MANHATTAN,1018,LEXINGTON AVENUE,10021,(212)744-9666
ALEX LUNCHEONETTE,BROOKLYN,685,KNICKERBOCKER AVENUE,11221,(718)417-9465
ALEX TACOS,BRONX,744,E. TREMONT AVE,10457,(917)891-6910
ALEX'S KITCHEN,STATEN ISLAND,170,SOUTH AVENUE,10303,(347)524-1096
ALEX'S PIZZA & DELI,QUEENS,7020,35TH AVE,11372,(718)779-7200
ALEXIS CARIBBEAN CUISINE,QUEENS,16210,JAMAICA AVE,11432,(347)303-4936
ALEXIS CARIBBEAN CUISINE,QUEENS,16210,JAMAICA AVE,11432,(718)523-3200
ALFIE'S,MANHATTAN,800,9 AVENUE,10019,(212)757-2390
ALFIE'S PIZZA AND PASTA,QUEENS,8608,117TH ST,11418,(718)849-8701
ALFONSO'S BAR,QUEENS,7515,BROADWAY,11373,(718)458-1068
ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,1899,VICTORY BOULEVARD,10314,(718)273-8802
ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,4366,AMBOY ROAD,10312,(718)984-8011
ALGONQUIN HOTEL/BLUE BAR,MANHATTAN,59,WEST   44 STREET,10036,(212)840-6800
ALI BABA,QUEENS,18310,HORACE HARDING EXPY,11365,(718)463-7900
ALI BABA HOOKAH LOUNGE,STATEN ISLAND,4561,AMBOY RD,10312,(347)983-4604
ALI BABA'S TERRACE,MANHATTAN,862,2 AVENUE,10017,(212)888-8622
ALI'S ROTI SHOP,BRONX,4220,WHITE PLAINS ROAD,10466,(718)655-2178
ALI'S ROTI SHOP,BROOKLYN,337,UTICA AVENUE,11213,(516)522-4875
ALI'S TRINIDAD ROTI SHOP,BROOKLYN,1267,FULTON ST,11216,(718)783-0316
ALIADA,QUEENS,2919,BROADWAY,11106,(718)932-2240
ALIBABA,MANHATTAN,515,AMSTERDAM AVENUE,10024,(212)787-6008
ALIBI CLUB,BROOKLYN,242,DEKALB AVENUE,11205,(774)270-5143
ALIBI LOUNGE,MANHATTAN,2376,A C POWELL BLVD,12345,(646)202-3053
ALICE'S TEA CUP,BROOKLYN,43,HICKS ST,11201,(347)223-4830
ALICE'S TEA CUP,MANHATTAN,102,WEST   73 STREET,10023,(212)799-3006
ALICES TEA CUP CHAPTER 2,MANHATTAN,156,EAST   64 STREET,10065,(212)486-9200
ALIDORO,MANHATTAN,18,E 39TH ST,10016,(646)692-4330
ALIMAMA TEA CAFE,MANHATTAN,89,BAYARD ST,10013,(212)235-7288
ALIN SUSHI II,MANHATTAN,55-59,CHRYSTIE STREET,10002,(646)922-7282
ALIOTTA BAKE SHOP,BROOKLYN,4522,AVENUE N,11234,(718)252-4888
ALITALIA MICHELANGELO LOUNGE,QUEENS,NKA,JFK INTL AIRPORT,11430,(718)709-7315
