,restaurant_name,borough,building_num,street,zip_code,phone_num,inspection_score,grade
297,818 Fast Food,Brooklyn,818,NOSTRAND AVE,11216,(347)435-3450,19.941176470588236,B
298,83 1/2,Manhattan,345,EAST   83 STREET,10028,(212)737-8312,13.444444444444445,A
299,86 Best Bakery,Brooklyn,1957,86 STREET,11214,(718)996-1310,29.403508771929825,C
300,86 Noodles,Brooklyn,8608,4 AVENUE,11209,(718)833-5300,20.818181818181817,B
301,87,Manhattan,87,WALKER ST,10013,(917)607-9352,11.0,A
302,876 Crown,Queens,10810,GUY R BREWER BLVD,11433,(917)293-2703,19.333333333333332,B
303,88 Cafe,Queens,82-79,BROADWAY,11373,(718)396-3888,24.44,B
304,88 Canteen,Queens,5846,MAIN ST,11355,(718)886-1555,19.58823529411765,B
305,88 Chinese Restaurant,Manhattan,473,LENOX AVE,10037,(212)281-1288,13.0,A
306,88 Lan Zhou Handmade Noodle & Dumpling,Manhattan,40,BOWERY,10013,(646)645-7288,18.055555555555557,B
307,88 Palace Restaurant,Manhattan,88,EAST BROADWAY,10002,(212)941-8886,10.0,A
308,88 Weijia,Queens,3624,UNION ST,11354,(718)358-3935,21.25,B
309,88 Yummy In Tummy,Brooklyn,6301,8TH AVE,11220,(917)826-1686,6.0,A
310,888 Kitchen,Queens,6092,FLUSHING AVENUE,11378,(718)894-8889,25.272727272727273,B
311,895 Bar,Brooklyn,895,BROADWAY,11206,(917)966-4446,28.25,C
313,8Th Street Winecellar,Manhattan,28,W 8TH STREET,10011,(212)260-9463,19.533333333333335,B
314,90 Degree Coffee Shop,Brooklyn,5715,5TH AVE,11220,(347)283-3802,12.0,A
315,9024/Catering By Michael Schick Inc.,Brooklyn,9024,FOSTER AVENUE,11236,(718)257-8837,12.5,A
316,92Nd Street Cafe @ Marriott,Manhattan,410,E 92ND ST,10128,(917)492-3710,79.0,C
317,95 Fusion Tea Room & Kitchen Bar,Manhattan,95,CHRYSTIE ST,10002,(347)558-7763,13.333333333333334,A
318,95 South,Brooklyn,778,FRANKLIN AVENUE,11238,(347)750-6180,16.73076923076923,B
319,96 Favor Taste Restaurant,Queens,13541,37TH AVE,11354,(718)460-9699,10.6,A
321,969 Nyc Coffee,Queens,3761,80TH ST,11372,(646)203-7304,9.0,A
322,98 Favor Taste,Manhattan,37,SAINT MARKS PL,10003,(212)256-0480,13.235294117647058,A
323,983 Bushwick Living Room,Brooklyn,983,FLUSHING AVENUE,11206,(718)386-1133,18.0,B
324,98K Kennedy,Brooklyn,5424,7TH AVE,11220,(646)258-5170,18.0,B
325,99 Cent Express Pizza,Manhattan,301,WEST   43 STREET,10036,(212)315-5257,22.5625,B
326,99 Cent Fresh Pizza,Manhattan,151,E 43RD ST,10017,(212)922-0257,15.846153846153847,B
327,99 Cent Fresh Pizza,Manhattan,388,AVE OF THE AMERICAS,10011,(347)822-0402,6.2,A
328,99 Cent Fresh Pizza,Manhattan,71,2ND AVE,10003,(212)967-3310,9.444444444444445,A
329,99 Cent Tasty & Fresh Pizza,Manhattan,383,CANAL ST,10013,(212)966-1110,12.75,A
330,99 Cents Best & Fresh Pizza,Manhattan,166,WEST 27 STREET,10001,(212)488-2388,8.666666666666666,A
331,99 Cents Famous Pizza,Manhattan,1,E 28TH ST,10016,(646)407-5650,9.666666666666666,A
332,99 Cents Fresh & Hot Pizza,Manhattan,1723,BROADWAY,10019,(646)369-3803,13.0,A
333,99 Cents Fresh Hot Pizza,Brooklyn,51D,WILLOUGHBY STREET,11201,(718)797-3841,12.416666666666666,A
334,99 Cents Fresh Pizza & Deli,Manhattan,876,6TH AVE,10001,(929)522-0640,10.0,A
335,99 Cents Fresh Slice Pizza,Manhattan,105,STANTON ST,10002,(212)335-0803,32.13793103448276,C
336,99 Cents Hot Pizza,Bronx,526A,WILLIS AVE,10455,(347)963-4238,18.166666666666668,B
337,99 Cents Mega Pizza,Manhattan,1875,LEXINGTON AVE,10035,(212)690-369_,7.666666666666667,A
338,99 Cents Pizza & Fries,Manhattan,2060,LEXINGTON AVE,10035,(212)722-0708,17.38888888888889,B
339,99 Cents Supreme Pizza,Brooklyn,44,WILLOUGHBY ST,11201,(347)463-9595,22.714285714285715,B
340,99 Cents Tasty Hot Pizza,Manhattan,360,W 42ND ST,10036,(212)268-1461,16.2,B
341,99 Cents Hot Pizza & Hotdog,Queens,16417,JAMAICA AVE,11432,(631)480-7330,5.0,A
342,99 Favor Taste,Manhattan,285,GRAND ST,10002,(646)682-9122,14.470588235294118,B
343,99 Rogers,Brooklyn,99,ROGERS AVE,11216,(718)708-4933,30.0,C
344,99C Pizza,Manhattan,150,E BROADWAY,10002,(347)213-3313,12.0,A
345,99C Pizza,Manhattan,177,E HOUSTON ST,10002,(646)637-3776,9.0,A
346,99Â¢ Fresh Pizza,Manhattan,143,W 40TH ST,10018,(212)366-5550,13.555555555555555,A
347,99Â¢ Fresh Pizza,Manhattan,71,2ND AVE,10003,(212)967-3310,10.0,A
348,99Â¢ Hot Pizza,Brooklyn,255,LIVINGSTON STREET,11217,(718)802-1942,20.23076923076923,B
349,99Â¢ Village Pizza,Manhattan,333,AVENUE OF THE AMERICAS,10014,(917)340-6312,10.666666666666666,A
350,9Ten Restaurant,Manhattan,910,7TH AVE,10019,(646)427-2834,27.357142857142858,C
351,9Th Ave Saloon,Manhattan,656,9 AVENUE,10036,(212)307-1503,17.63157894736842,B
352,9Th Street Luncheonette,Brooklyn,7,9 STREET,11231,(718)923-9074,16.846153846153847,B
353,A & A Bake And Double Shop,Brooklyn,1337,FULTON ST,11216,(347)425-0016,12.625,A
354,A & A Nutrition,Queens,13807,QUEENS BLVD,11435,(917)526-9696,3.0,A
355,A & C Coffee Shop And Pizzeria,Brooklyn,9002,AVENUE B,11236,(718)342-8395,15.777777777777779,B
356,A & C Guyana Bakery & Restaurant,Brooklyn,847,UTICA AVENUE,11203,(718)485-7808,12.833333333333334,A
357,A & L Pizza Restaurant,Brooklyn,6024,18TH AVE,11204,(718)837-1405,19.333333333333332,B
358,A & P Roti & Pastry Shop,Brooklyn,4902,CHURCH AVE,11203,(718)287-3289,13.5,A
359,A & R Deli,Bronx,2438,EASTCHESTER RD,10469,(347)346-9824,12.0,A
360,A & R Food Service Bldg 14,Queens,NKA,JFK INTERNATIONAL AIRPORT,11430,(718)553-2091,22.22222222222222,B
361,A & S Caterers,Staten Island,3135,VICTORY BOULEVARD,10314,(718)983-7500,25.41025641025641,B
362,A & S Pizzeria,Staten Island,87,STUYVESANT PLACE,10301,(718)448-4142,19.695652173913043,B
363,A & S Water'S Edge Cafe,Queens,16868,9TH AVE,11357,(718)702-1385,15.0,B
364,A A Bakery,Brooklyn,6802,BAY PKWY,11204,(718)331-4372,6.0,A
365,A A Jing,Manhattan,689,9TH AVE,10036,(212)245-0800,31.470588235294116,C
366,A And K Restaurant,Brooklyn,4408,3RD AVE,11220,(718)737-1497,17.714285714285715,B
367,A Bar,Brooklyn,597,MANHATTAN AVE,11222,(646)942-7210,10.5,A
368,A Cafe,Manhattan,42,WEST   58 STREET,10019,(646)744-3104,12.0,A
369,A Crepe,Queens,4235,MAIN ST,11355,(929)380-7555,12.0,A
370,A Fei Chinese Restaurant,Brooklyn,553,THROOP AVE,11216,(718)453-5205,16.363636363636363,B
371,A Gusto,Brooklyn,1450,FULTON ST,11216,(347)533-9961,15.65,B
372,A Home,Brooklyn,6329,AVENUE N,11234,(718)209-0999,10.4,A
373,A La Mode Shoppe,Manhattan,360,E 55TH ST,10022,(917)639-3401,10.0,A
374,A La Turka,Manhattan,1417,2 AVENUE,10021,(212)744-2424,12.5,A
375,A Little Bit Of This And A Little Bit Of That,Staten Island,210,CLOVE RD,10310,(718)808-0292,16.4,B
376,A Live Kitchen,Queens,22716,MERRICK BLVD,11413,(718)470-2587,19.0,B
377,A Love For Cakes,Queens,6016,FRESH POND ROAD,11378,(347)517-6529,9.0,A
378,A Plus Express,Brooklyn,794,BROADWAY,11206,(718)388-3880,20.454545454545453,B
379,A Plus Thai Place,Manhattan,1007,2ND AVE,10022,(212)207-8080,17.0,B
380,A R Workshop Staten Island,Staten Island,1243,WOODROW RD,10309,(718)717-8761,58.0,C
381,A Saffron Thread,Manhattan,98,CHAMBERS STREET,10007,(212)676-0313,18.529411764705884,B
382,A Salt & Battery,Manhattan,112,GREENWICH AVENUE,10011,(212)691-2713,13.181818181818182,A
383,A Slice Of New York,Manhattan,727,8TH AVE,10036,(929)888-2744,18.6,B
384,A Sushi,Queens,7144,AUSTIN ST,11375,(718)268-6010,11.571428571428571,A
385,A Summer Day Cafe,Manhattan,109,W BROADWAY,10013,(646)422-7495,9.0,A
386,A Taste Of Seafood,Manhattan,1980,3RD AVE,10029,(212)427-3663,20.42105263157895,B
387,A Taste Of Seafood Restaurant,Manhattan,2530,FREDERICK DOUGLASS BLVD,10030,(212)866-0275,14.6875,B
388,A Taste Of Shanghai Restaurant,Queens,3907,PRINCE ST,11354,(718)888-1636,19.37037037037037,B
389,A Win Xin Kitchen,Brooklyn,615,WILSON AVE,11207,(718)919-1571,19.0,B
390,A&A Gourmet,Queens,18809,UNION TURNPIKE,11366,(718)468-0903,14.473684210526315,B
391,A&E Networks,Manhattan,235,E 45TH ST,10017,(212)857-6313,5.25,A
392,A&E Tenochtitlan Deli & Taqueria,Bronx,2445,CRESTON AVENUE,10468,(718)295-6090,19.9,B
393,A&H Deli,Manhattan,431,7TH AVE,10001,(212)563-6200,22.032258064516128,B
394,A&R Hot Bagels,Brooklyn,350,VAN BRUNT ST,11231,(718)403-9342,4.5,A
395,A+ Roof Bar,Queens,3916,COLLEGE POINT BLVD,11354,(917)855-8916,26.77777777777778,B
396,A-1 Pizza Shop,Manhattan,505,GRAND STREET,10002,(212)533-0214,12.263157894736842,A
397,A-Jiao Sichuan Chinese,Manhattan,1817,2ND AVE,10128,(212)828-8996,15.5,B
398,A-Pou'S Taste,Brooklyn,963,GRAND ST,11211,(347)337-5020,40.94444444444444,C
399,A. Churrasqueira Restaurant,Queens,9529,SUTPHIN BOULEVARD,11435,(718)523-5293,21.666666666666668,B
400,A.I.G.Chartis,Manhattan,175,WATER STREET,10038,(212)770-3896,10.333333333333334,A
401,A.M. Deli Juice Bar Food,Manhattan,308,E 116TH ST,10029,(212)481-0269,18.73076923076923,B
402,A.W.O.L. Bar & Grill,Manhattan,337,3RD AVE,10010,(646)682-9405,38.142857142857146,C
403,A1 Jamaica Breeze,Queens,10302,ASTORIA BLVD,11369,(718)899-4743,19.181818181818183,B
404,A8 Pan Asian Vegan,Brooklyn,268,PROSPECT PARK W,11215,(718)622-2088,9.142857142857142,A
406,Aa Chinese Restaurant,Bronx,214,E BURNSIDE AVE,10457,(718)299-2218,25.48,B
407,Aaa Caridad,Bronx,3108,WEBSTER AVE,10467,(347)261-1758,15.826086956521738,B
408,Aaa Kennedy Fried Chicken,Staten Island,253,BROADWAY,10310,(718)447-0960,10.272727272727273,A
409,Aahar,Manhattan,10,MURRAY ST,10007,(646)649-3374,19.633333333333333,B
410,Aaheli,Queens,7151,YELLOWSTONE BLVD,11375,(718)674-6298,22.464285714285715,B
411,Aangan Indian Restaurant,Manhattan,2701,BROADWAY,10025,(347)759-8989,26.3125,B
412,Aaron Sushi,Queens,2545,STEINWAY ST,11103,(347)536-0190,20.545454545454547,B
413,Aarons Chinese And Thai Restaurant,Manhattan,338,9TH AVE,10001,(212)560-9858,24.70731707317073,B
414,Ab Sushi,Manhattan,11,W 36TH ST,10018,(212)967-9541,21.333333333333332,B
415,Aba Turkish Restaurant,Manhattan,325,WEST   57 STREET,10019,(212)969-1782,25.31111111111111,B
416,Abace Sushi,Manhattan,695,9TH AVE,10036,(212)977-1777,20.096774193548388,B
417,Abacky Potluck,Manhattan,253,W 26TH ST,10001,(212)929-3809,18.714285714285715,B
418,Abaita,Manhattan,145,E 49TH ST,10017,(646)808-5518,16.0,B
419,Abaya Thai Cuisine,Manhattan,318,W 36TH ST,10018,(212)868-3399,15.9375,B
420,Abba Bar And Grill,Brooklyn,492,GRAND ST,11211,(347)844-9655,18.8125,B
421,Abbey Tavern,Manhattan,354,3 AVENUE,10010,(212)696-1011,22.785714285714285,B
422,Abc Beer Co.,Manhattan,96,AVENUE C,10009,(646)422-7103,16.333333333333332,B
423,Abc Cocina / Abcv,Manhattan,38,EAST 19 STREET,10003,(212)677-2233,11.785714285714286,A
424,Abc Ice,Manhattan,1,PIKE ST,10002,(646)683-6178,12.666666666666666,A
425,Abc Kitchen,Manhattan,35,EAST   18 STREET,10003,(212)475-5829,13.8125,A
426,Abdullah Sweets & Restaurant,Queens,7306,37TH AVE,11372,(718)406-9457,29.7,C
427,Abdullah Sweets And Restaurant,Brooklyn,91,CHURCH AVE,11218,(718)766-5381,32.08571428571429,C
428,Abi Japanese Restaurant,Queens,3271,31ST ST,11106,(718)626-8882,17.5,B
429,Abide Brooklyn Pita,Brooklyn,301,7TH AVE,11215,(718)832-7482,19.423076923076923,B
430,Abigael'S On Broadway,Manhattan,1407,BROADWAY,10018,(212)575-1407,13.23076923076923,A
431,Abiko Curry,Manhattan,2,W 32ND ST,10001,(212)695-0888,18.72222222222222,B
432,Abilene,Brooklyn,442,COURT STREET,11231,(718)522-6900,10.25,A
433,Abir Halal Restaurant Inc.,Brooklyn,524B,NOSTRAND AVE,11216,(718)789-6181,8.5,A
434,Abitino'S Pizza,Manhattan,730,10TH AVE,10019,(212)543-1234,20.428571428571427,B
435,Abitino'S Pizza,Manhattan,733,2 AVENUE,10016,(212)661-1919,30.571428571428573,C
436,Abitino'S Pizza,Queens,0,JFK AIRPORT,11430,(718)244-7442,24.318181818181817,B
437,Abitino'S Pizza(Concourse C),Queens,ONE,JFK INTERNATIONAL AIRPORT,11430,(718)244-1344,17.636363636363637,B
438,About Coffee,Brooklyn,187,STATE ST,11201,(857)939-8630,12.0,A
439,About Coffee,Manhattan,71,SULLIVAN ST,10012,(857)939-8630,5.8,A
440,About Time Soul Food,Queens,8902,165TH ST,11432,(929)244-7477,25.5,B
441,Above Ballroom,Staten Island,1100,SOUTH AVENUE,10314,(718)477-2100,14.666666666666666,B
442,Above Ballroom,Staten Island,1100,SOUTH AVENUE,10314,(718)477-2400,35.57142857142857,C
443,Abracadabra Brooklyn,Brooklyn,347,BEDFORD AVENUE,11211,(347)844-9157,27.303030303030305,C
444,Abracadabra Magic Deli,Brooklyn,190,KNICKERBOCKER AVE,11237,(347)413-8644,26.176470588235293,B
445,Abraco,Manhattan,81,E 7TH ST,10003,(347)610-2034,17.48148148148148,B
446,Absolute Bagels,Manhattan,2788,BROADWAY,10025,(212)932-2105,20.944444444444443,B
447,Absolute Coffee,Brooklyn,327,ATLANTIC AVE,11201,(848)467-0916,7.5,A
448,Absurd Conclave,Brooklyn,360,JEFFERSON ST,11237,(334)220-7148,11.0,A
449,Abuela Antonia Restaurant,Brooklyn,225,ROCKAWAY AVE,11233,(718)484-0013,44.13333333333333,C
450,Abumi Sushi,Manhattan,207,E 26TH ST,10010,(212)532-8783,18.551724137931036,B
451,Aburi Sushi Bar,Brooklyn,769,GRAND ST,11211,(718)387-8815,20.5,B
452,Aburiya Kinnosuke,Manhattan,213,E 45TH ST,10017,(917)262-0938,13.0,A
453,Abys Bar,Queens,681,SENECA AVE,11385,(718)584-3333,14.142857142857142,B
454,Abyssinia Ethiopian Restaurant,Manhattan,268,WEST  135 STREET,10030,(212)281-2673,13.166666666666666,A
455,Ac Hotel Nyc Downtown,Manhattan,151,MAIDEN LN,10038,(212)742-1900,26.142857142857142,B
456,Academy Cafe,Queens,3029,COLLEGE POINT BLVD,11354,(917)385-3856,16.055555555555557,B
457,Academy Restauraunt,Brooklyn,69,LAFAYETTE AVENUE,11217,(718)237-9326,12.533333333333333,A
458,Acai Berry,Brooklyn,650,MANHATTAN AVE,11222,(347)987-3880,20.416666666666668,B
459,Acapella 238 Pizzeria,Bronx,124,W 238TH ST,10463,(347)843-8090,29.181818181818183,C
460,Acapulco Bar Restaurant,Queens,4320,31ST AVE,11103,(718)606-0062,21.2,B
461,Acapulco Deli & Restaurant,Brooklyn,1116,MANHATTAN AVENUE,11222,(718)349-8429,15.193548387096774,B
462,Acasa La Moldova,Brooklyn,1827,CONEY ISLAND AVE,11230,(718)998-2892,25.05,B
463,Accra Restaurant,Bronx,2041,DAVIDSON AVENUE,10453,(718)584-8500,17.5,B
464,Accra Restaurant,Bronx,270,EAST  165 STREET,10456,(718)293-7302,29.482758620689655,C
465,Accra Restaurant,Manhattan,2065,7 AVENUE,10027,(646)982-5616,21.6,B
466,Ace Bagel Cafe,Queens,5906,MAIN ST,11355,(718)939-7618,13.0,A
467,Ace Bar,Manhattan,531,EAST    5 STREET,10009,(212)979-8476,18.4375,B
468,Ace Hot Bagel & Deli,Queens,25305,NORTHERN BOULEVARD,11362,(718)224-0014,15.363636363636363,B
469,Ace Pizza,Queens,6104,MYRTLE AVENUE,11385,(718)418-0038,10.2,A
470,Ace Thai Kitchen,Brooklyn,330,MYRTLE AVE,11205,(347)987-4100,16.8,B
471,Acento Latin Kitchen & Bar,Queens,3306,DITMARS BLVD,11105,(718)440-9435,9.0,A
472,Acey Ducey'S,Queens,10117,METROPOLITAN AVE,11375,(718)575-5055,13.588235294117647,A
473,Achilles Heel,Brooklyn,180,WEST STREET,11222,(718)486-3077,11.1,A
474,Acme Bar & Grill,Manhattan,9,GREAT JONES STREET,10012,(212)203-2121,13.5,A
475,Acosta Restaurant,Manhattan,934,AMSTERDAM AVENUE,10025,(212)280-2130,8.0,A
476,Acqua Santa,Brooklyn,556,DRIGGS AVENUE,11211,(718)384-9695,14.777777777777779,B
477,Acquista Trattoria,Queens,17801,UNION TURNPIKE,11366,(718)969-1411,15.0,B
478,Acquolina,Manhattan,2291,2ND AVE,10035,(212)426-9400,18.0,B
479,Acri Cafe,Bronx,1315,COMMERCE AVE,10461,(718)829-6000,25.242424242424242,B
480,Action Burger,Brooklyn,292,GRAHAM AVENUE,11211,(718)599-4376,18.4,B
481,Acts Iii Bagels,Manhattan,236,W 135TH ST,10030,(212)281-2287,15.38888888888889,B
482,Acuario Cafe,Manhattan,306,WEST   37 STREET,10018,(646)533-5464,17.8125,B
483,Ad Hoc Collective,Manhattan,13,CHRISTOPHER ST,10014,(646)504-6864,14.25,B
484,Adalya,Manhattan,55,IRVING PL,10003,(646)896-1441,16.1,B
486,Adar Lounge,Manhattan,1637,PARK AVE,10029,(646)559-5372,16.41176470588235,B
487,Adaya African American Restaurant,Bronx,1715,WEBSTER AVENUE,10457,(718)731-7992,21.6,B
488,Adda,Queens,3131,THOMSON AVE,11101,(718)433-3888,33.285714285714285,C
489,Addeo'S Riverdale Pizzeria,Bronx,5654,RIVERDALE AVENUE,10471,(718)549-4750,23.612903225806452,B
490,Addiccion,Staten Island,308,FRONT ST,10304,(718)313-4986,14.0,B
491,Addictive Wine Bar & Tapas 1,Queens,8701,NORTHERN BLVD,11372,(347)832-0951,18.11111111111111,B
492,Addy'S Barbeque,Queens,3094,STEINWAY ST,11103,(718)433-9568,40.5,C
493,Adela'S Cafe,Queens,9401,37TH AVE,11372,(917)396-4106,10.909090909090908,A
494,Adelina'S,Brooklyn,159,GREENPOINT AVENUE,11222,(347)763-0152,17.4,B
495,Adelitas,Queens,22103,JAMAICA AVE,11428,(718)413-4733,21.11111111111111,B
496,Adella,Manhattan,410,W 43RD ST,10036,(212)273-0737,20.647058823529413,B
497,Adinkra Bar & Restaurant,Bronx,1141,WASHINGTON AVE,10456,(646)207-7968,23.142857142857142,B
498,Adirondack,Brooklyn,1241,PROSPECT AVE,11218,(718)871-0100,13.833333333333334,A
499,Admirals Club (Conc C),Queens,0,JFK INTL AIRPORT,11430,(___)___-____,11.76923076923077,A
500,Adobe Blues,Staten Island,63,LAFAYETTE AVENUE,10301,(718)720-2583,33.27272727272727,C
501,Adoro Lei,Manhattan,287,HUDSON ST,10013,(646)666-5096,12.384615384615385,A
502,Adria Hotel,Queens,22117,NORTHERN BOULEVARD,11361,(718)631-5900,14.083333333333334,B
503,Adriaen Block,Queens,1933,DITMARS BLVD,11105,(718)606-1391,13.0,A
504,Adrian & Rocky'S Catering,Queens,13208,CROSSBAY BOULEVARD,11417,(718)845-5525,10.6,A
505,Adriana'S Mexican Cuisine,Brooklyn,1012,E 15TH ST,11230,(718)484-1844,10.666666666666666,A
506,Adrienne'S Pizza Bar,Manhattan,54,STONE STREET,10004,(212)248-3838,12.714285714285714,A
508,Adventure Cafe,Manhattan,85,DELANCEY ST,10002,(646)847-2367,18.19047619047619,B
509,Adventures Amusement Park(Food Stand),Brooklyn,1824,SHORE PARKWAY,11214,(718)975-2748,11.0,A
510,Adventures Amusements Park (Ice Cream/Sweets Stand),Brooklyn,1824,SHORE PARKWAY,11214,(718)975-2748,8.571428571428571,A
511,Adyar Ananda Bhavan,Manhattan,1071,1ST AVE,10022,(212)750-6666,24.906976744186046,B
512,Aegea West,Queens,24205,NORTHERN BLVD,11363,(718)423-4429,9.5,A
513,Aenos Pizza,Bronx,1693,BOSTON ROAD,10460,(718)617-7397,20.15,B
514,Aeronuova,Queens,0,JFK INTERNATIONAL AIRPORT,11430,(718)656-6210,8.0,A
515,Afandi Grill,Manhattan,149,1ST AVE,10003,(917)913-6013,13.0,A
516,Affable Eatery,Brooklyn,912,65TH ST,11219,(718)680-2289,24.15909090909091,B
517,Affecte Lounge,Brooklyn,1715,EMMONS AVE,11235,(347)459-3153,27.0,B
518,Affy'S Premium Grill,Brooklyn,1909,CONEY ISLAND AVE,11230,(718)576-6446,11.714285714285714,A
519,Afgan Kabab And Grill House,Brooklyn,1015,MANHATTAN AVE,11222,(718)389-2211,9.4,A
520,Afgan Kebab And Grill,Queens,74-16,37TH AVE,11372,(718)507-8800,12.466666666666667,A
521,Afghan Chai Khana,Queens,2310,31ST ST,11105,(718)721-5020,22.266666666666666,B
522,Afghan Kebab House,Manhattan,1345,2ND AVE,10021,(212)517-2776,8.2,A
523,Afghan Kebab House #1,Manhattan,764,9 AVENUE,10019,(212)307-1612,11.875,A
524,Afghan Kebob House,Queens,25911,HILLSIDE AVENUE,11004,(718)343-1160,11.090909090909092,A
525,Africa Kine,Manhattan,2267,ADAM CLAYTON POWELL JR BLVD,10030,(212)666-9400,14.0,B
526,African American Best Food,Manhattan,410,LENOX AVENUE,10037,(212)690-8052,21.157894736842106,B
527,African Home Restaurant,Bronx,57,E TREMONT AVE,10453,(347)567-7708,22.375,B
528,African Market (Baboon Cafe),Bronx,2300,SOUTHERN BOULEVARD,10460,(718)741-8295,5.0,A
529,Africana Restaurant,Queens,14612,LIBERTY AVENUE,11435,(718)658-8501,13.294117647058824,A
530,After 8,Queens,2587,STEINWAY STREET,11103,(718)777-5757,8.428571428571429,A
531,Agave,Manhattan,140,7 AVENUE SOUTH,10014,(212)989-2100,28.885714285714286,C
532,Agave Deli Grocery,Brooklyn,252,KINGS HIGHWAY,11223,(718)266-1006,8.714285714285714,A
533,Agavi,Manhattan,605B,W 27TH ST,10001,(212)564-1859,10.333333333333334,A
534,Agavi Organic Juice Bar,Manhattan,72,E 7TH ST,10003,(212)390-8042,14.0,B
535,Aged,Queens,10702,70TH RD,11375,(718)544-2433,21.384615384615383,B
536,Ageha Japanese Fusion,Manhattan,767,9 AVENUE,10019,(212)581-8188,18.63157894736842,B
537,Agern,Manhattan,89,E 42ND ST,10017,(646)568-4018,25.058823529411764,B
538,Agnanti Restaurant,Queens,1906,DITMARS BOULEVARD,11105,(718)545-4554,26.923076923076923,B
539,Agora Taverna,Queens,7009,AUSTIN STREET,11375,(718)793-7300,27.133333333333333,C
540,Agora Turkish Restaurant,Manhattan,1565,SECOND AVENUE,10028,(212)717-1220,22.647058823529413,B
541,Agra Grill,Bronx,3835,WHITE PLAINS RD,10467,(347)346-5228,12.0,A
542,Agra Heights,Brooklyn,226,WILSON AVE,11237,(718)443-5700,20.210526315789473,B
543,Agra Palace,Queens,11633,QUEENS BLVD,11375,(718)261-8880,17.2,B
544,Agra Restaurant,Manhattan,807,LEXINGTON AVENUE,10065,(212)308-8281,26.65625,B
545,Agra Taj Mahal,Brooklyn,1005,MANHATTAN AVENUE,11222,(718)389-2200,11.909090909090908,A
546,Ahana Japanese Fusion Cuisine,Manhattan,1154,1ST AVENUE,10065,(212)888-5800,15.5625,B
547,Ahimsa,Manhattan,210,THOMPSON ST,10012,(212)533-7290,20.6,B
548,Ahimsa Garden,Manhattan,265,E 10TH ST,10009,(212)228-2022,14.076923076923077,B
549,Ahmani'S Jus Juice & Health Kitchen,Brooklyn,1403,NOSTRAND AVENUE,11226,(347)413-5554,8.125,A
550,Ahuachapan,Queens,21421,JAMAICA AVENUE,11428,(718)454-1575,12.909090909090908,A
551,Ai Fiori,Manhattan,400,5 AVENUE,10018,(212)613-8660,17.708333333333332,B
552,Aig 31St Floor Cafe,Manhattan,175,WATER ST,10038,(212)770-8303,7.4,A
553,Ailey Boutique,Manhattan,405,WEST   55 STREET,10019,(212)405-9100,0.6666666666666666,A
554,Aime Leon Dore Soho,Manhattan,214,MULBERRY ST,10012,(631)507-8137,4.0,A
555,Ainslie,Brooklyn,76,AINSLIE ST,11211,(646)319-6122,10.0,A
556,Ainsworth Midtown,Manhattan,45,E 33RD ST,10016,(212)201-1228,35.22727272727273,C
557,"Air Bar, Ny Deli, Tim Hortons",Queens,9340,SUTPHIN BOULEVARD,11435,(718)725-0002,10.571428571428571,A
558,Aire Ancient Baths,Manhattan,88,FRANKLIN ST,10013,(212)274-3777,7.8,A
559,Airport Deli,Queens,8420,ASTORIA BOULEVARD,11370,(718)672-8584,26.608695652173914,B
560,Airs Champagne Parlor,Manhattan,127,MACDOUGAL ST,10012,(212)475-2246,20.41176470588235,B
561,Airways Pizza & Gyro Restaurant,Queens,9013,ASTORIA BOULEVARD,11369,(718)779-5548,12.9375,A
562,Aita Restaurant/Mayflower,Brooklyn,132,GREENE AVENUE,11238,(718)576-3584,15.5,B
563,Aiyara Thai,Manhattan,480,9TH AVE,10018,(212)564-1822,41.0,C
564,Aj Pizzeria,Brooklyn,4412,FORT HAMILTON PKWY,11219,(718)871-5745,11.272727272727273,A
565,Aj'S Pizza,Queens,7137,AUSTIN ST,11375,(718)520-9018,21.86111111111111,B
566,Aji Sushi & Thai,Brooklyn,201,5TH AVE,11217,(718)622-2889,31.192307692307693,C
567,Aji Sushi House,Queens,3606,DITMARS BLVD,11105,(718)777-8885,20.451612903225808,B
568,Ajihei,Brooklyn,156,KNICKERBOCKER AVE,11237,(718)552-2065,17.2,B
569,Ajisai,Manhattan,795,LEXINGTON AVE,10065,(212)355-0888,21.666666666666668,B
570,Ajisai Japanese Restaurant,Manhattan,615,9 AVENUE,10036,(212)757-2688,12.588235294117647,A
